id,name,category,source_page_url,source_url,local_path,declared_sha256,local_sha256,local_bytes,local_width,local_height,http_status,content_type,final_url,remote_sha256,remote_bytes,remote_width,remote_height,remote_format,declared_matches_local,remote_matches_local,dimensions_match,error,attempts
currency_wars_equipment_001,命运圣杯星徽,faction_emblem,https://wiki.biligame.com/sr/%E5%91%BD%E8%BF%90%E5%9C%A3%E6%9D%AF%E6%98%9F%E5%BE%BD,https://patchwiki.biligame.com/images/sr/3/32/mt2jp8xagpnmlqvtk4v20pql8zpbdp1.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_001.png,501478d2b05cfdb8b55ff859d64f074347885803bb1a6d62cf79a2463e536dd0,501478d2b05cfdb8b55ff859d64f074347885803bb1a6d62cf79a2463e536dd0,27950,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/3/32/mt2jp8xagpnmlqvtk4v20pql8zpbdp1.png,501478d2b05cfdb8b55ff859d64f074347885803bb1a6d62cf79a2463e536dd0,27950,128,128,PNG,True,True,True,,1
currency_wars_equipment_002,分裂•圣杯,fate_component,https://wiki.biligame.com/sr/%E5%88%86%E8%A3%82%E2%80%A2%E5%9C%A3%E6%9D%AF,https://patchwiki.biligame.com/images/sr/9/9e/a898nbnuv6ywty7ktmu4wepm8nkdqep.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_002.png,9c8bafb41cc081b61811196ad180dce749b04c54725fde5d09a3ab0766741780,9c8bafb41cc081b61811196ad180dce749b04c54725fde5d09a3ab0766741780,33508,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/9/9e/a898nbnuv6ywty7ktmu4wepm8nkdqep.png,9c8bafb41cc081b61811196ad180dce749b04c54725fde5d09a3ab0766741780,33508,128,128,PNG,True,True,True,,1
currency_wars_equipment_003,圣杯,fate_component,https://wiki.biligame.com/sr/%E5%9C%A3%E6%9D%AF,https://patchwiki.biligame.com/images/sr/6/62/a898nbnuv6ywty7ktmu4wepm8nkdqep.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_003.png,9c8bafb41cc081b61811196ad180dce749b04c54725fde5d09a3ab0766741780,9c8bafb41cc081b61811196ad180dce749b04c54725fde5d09a3ab0766741780,33508,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/6/62/a898nbnuv6ywty7ktmu4wepm8nkdqep.png,9c8bafb41cc081b61811196ad180dce749b04c54725fde5d09a3ab0766741780,33508,128,128,PNG,True,True,True,,1
currency_wars_equipment_004,天地乖离开辟之星,fate_component,https://wiki.biligame.com/sr/%E5%A4%A9%E5%9C%B0%E4%B9%96%E7%A6%BB%E5%BC%80%E8%BE%9F%E4%B9%8B%E6%98%9F,https://patchwiki.biligame.com/images/sr/0/09/jl72tex7wlvns8yo9xeqj1u1qbo67zw.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_004.png,cc6f1dc7a6bca0646026af6139c43c658e6182fbd686040f58dcd24de89d2963,cc6f1dc7a6bca0646026af6139c43c658e6182fbd686040f58dcd24de89d2963,32624,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/0/09/jl72tex7wlvns8yo9xeqj1u1qbo67zw.png,cc6f1dc7a6bca0646026af6139c43c658e6182fbd686040f58dcd24de89d2963,32624,128,128,PNG,True,True,True,,1
currency_wars_equipment_005,宝石剑泽尔里奇,fate_component,https://wiki.biligame.com/sr/%E5%AE%9D%E7%9F%B3%E5%89%91%E6%B3%BD%E5%B0%94%E9%87%8C%E5%A5%87,https://patchwiki.biligame.com/images/sr/5/5f/7vt0o74f8dyheiguftbnclyuretmfc1.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_005.png,01b3a550d1ab3f78d27ba856e15c50a3c05c399f9a281ae4ad7352dced994f0f,01b3a550d1ab3f78d27ba856e15c50a3c05c399f9a281ae4ad7352dced994f0f,26921,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/5/5f/7vt0o74f8dyheiguftbnclyuretmfc1.png,01b3a550d1ab3f78d27ba856e15c50a3c05c399f9a281ae4ad7352dced994f0f,26921,128,128,PNG,True,True,True,,1
currency_wars_equipment_006,干将莫邪,fate_component,https://wiki.biligame.com/sr/%E5%B9%B2%E5%B0%86%E8%8E%AB%E9%82%AA,https://patchwiki.biligame.com/images/sr/6/6a/ggxm1iskstxe4qlaxb4g2mk6q9v8r1g.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_006.png,8acf2cd30d8767f494c80a77d6b34df19bde721eddcbdddfcf4002161122e1ca,8acf2cd30d8767f494c80a77d6b34df19bde721eddcbdddfcf4002161122e1ca,31431,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/6/6a/ggxm1iskstxe4qlaxb4g2mk6q9v8r1g.png,8acf2cd30d8767f494c80a77d6b34df19bde721eddcbdddfcf4002161122e1ca,31431,128,128,PNG,True,True,True,,1
currency_wars_equipment_007,极•天地乖离开辟之星,fate_component,https://wiki.biligame.com/sr/%E6%9E%81%E2%80%A2%E5%A4%A9%E5%9C%B0%E4%B9%96%E7%A6%BB%E5%BC%80%E8%BE%9F%E4%B9%8B%E6%98%9F,https://patchwiki.biligame.com/images/sr/3/35/jl72tex7wlvns8yo9xeqj1u1qbo67zw.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_007.png,cc6f1dc7a6bca0646026af6139c43c658e6182fbd686040f58dcd24de89d2963,cc6f1dc7a6bca0646026af6139c43c658e6182fbd686040f58dcd24de89d2963,32624,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/3/35/jl72tex7wlvns8yo9xeqj1u1qbo67zw.png,cc6f1dc7a6bca0646026af6139c43c658e6182fbd686040f58dcd24de89d2963,32624,128,128,PNG,True,True,True,,1
currency_wars_equipment_008,极•宝石剑泽尔里奇,fate_component,https://wiki.biligame.com/sr/%E6%9E%81%E2%80%A2%E5%AE%9D%E7%9F%B3%E5%89%91%E6%B3%BD%E5%B0%94%E9%87%8C%E5%A5%87,https://patchwiki.biligame.com/images/sr/6/61/7vt0o74f8dyheiguftbnclyuretmfc1.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_008.png,01b3a550d1ab3f78d27ba856e15c50a3c05c399f9a281ae4ad7352dced994f0f,01b3a550d1ab3f78d27ba856e15c50a3c05c399f9a281ae4ad7352dced994f0f,26921,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/6/61/7vt0o74f8dyheiguftbnclyuretmfc1.png,01b3a550d1ab3f78d27ba856e15c50a3c05c399f9a281ae4ad7352dced994f0f,26921,128,128,PNG,True,True,True,,1
currency_wars_equipment_009,极•干将莫邪,fate_component,https://wiki.biligame.com/sr/%E6%9E%81%E2%80%A2%E5%B9%B2%E5%B0%86%E8%8E%AB%E9%82%AA,https://patchwiki.biligame.com/images/sr/3/38/ggxm1iskstxe4qlaxb4g2mk6q9v8r1g.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_009.png,8acf2cd30d8767f494c80a77d6b34df19bde721eddcbdddfcf4002161122e1ca,8acf2cd30d8767f494c80a77d6b34df19bde721eddcbdddfcf4002161122e1ca,31431,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/3/38/ggxm1iskstxe4qlaxb4g2mk6q9v8r1g.png,8acf2cd30d8767f494c80a77d6b34df19bde721eddcbdddfcf4002161122e1ca,31431,128,128,PNG,True,True,True,,1
currency_wars_equipment_010,极•阿瓦隆,fate_component,https://wiki.biligame.com/sr/%E6%9E%81%E2%80%A2%E9%98%BF%E7%93%A6%E9%9A%86,https://patchwiki.biligame.com/images/sr/1/18/iht3g55xaq1r666csbnjpbfc7onrud7.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_010.png,f3bed270b62a20ee5b4fd20767f8490872a12d701bdbd3f86783fbdf0128fb20,f3bed270b62a20ee5b4fd20767f8490872a12d701bdbd3f86783fbdf0128fb20,30646,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/1/18/iht3g55xaq1r666csbnjpbfc7onrud7.png,f3bed270b62a20ee5b4fd20767f8490872a12d701bdbd3f86783fbdf0128fb20,30646,128,128,PNG,True,True,True,,1
currency_wars_equipment_011,穿刺死棘之枪,fate_component,https://wiki.biligame.com/sr/%E7%A9%BF%E5%88%BA%E6%AD%BB%E6%A3%98%E4%B9%8B%E6%9E%AA,https://patchwiki.biligame.com/images/sr/7/7b/rh56dh7ooqd569qbd3ouybjic8b0dlw.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_011.png,b76cf23e2e2a70f706b61150374fec2a60f2282f18256467d1d8d90591b0a531,b76cf23e2e2a70f706b61150374fec2a60f2282f18256467d1d8d90591b0a531,29153,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/7/7b/rh56dh7ooqd569qbd3ouybjic8b0dlw.png,b76cf23e2e2a70f706b61150374fec2a60f2282f18256467d1d8d90591b0a531,29153,128,128,PNG,True,True,True,,1
currency_wars_equipment_012,罪孽王冠,fate_component,https://wiki.biligame.com/sr/%E7%BD%AA%E5%AD%BD%E7%8E%8B%E5%86%A0,https://patchwiki.biligame.com/images/sr/9/9c/iuehtsznpoffsv35v33zm8ylit3wic6.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_012.png,492d69c4b540dc8354045387b84d3a94ff655c20f3acd373be398708bd4d85d9,492d69c4b540dc8354045387b84d3a94ff655c20f3acd373be398708bd4d85d9,32913,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/9/9c/iuehtsznpoffsv35v33zm8ylit3wic6.png,492d69c4b540dc8354045387b84d3a94ff655c20f3acd373be398708bd4d85d9,32913,128,128,PNG,True,True,True,,1
currency_wars_equipment_013,诅咒•圣杯,fate_component,https://wiki.biligame.com/sr/%E8%AF%85%E5%92%92%E2%80%A2%E5%9C%A3%E6%9D%AF,https://patchwiki.biligame.com/images/sr/b/b7/a898nbnuv6ywty7ktmu4wepm8nkdqep.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_013.png,9c8bafb41cc081b61811196ad180dce749b04c54725fde5d09a3ab0766741780,9c8bafb41cc081b61811196ad180dce749b04c54725fde5d09a3ab0766741780,33508,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/b/b7/a898nbnuv6ywty7ktmu4wepm8nkdqep.png,9c8bafb41cc081b61811196ad180dce749b04c54725fde5d09a3ab0766741780,33508,128,128,PNG,True,True,True,,1
currency_wars_equipment_014,诅咒•天地乖离开辟之星,fate_component,https://wiki.biligame.com/sr/%E8%AF%85%E5%92%92%E2%80%A2%E5%A4%A9%E5%9C%B0%E4%B9%96%E7%A6%BB%E5%BC%80%E8%BE%9F%E4%B9%8B%E6%98%9F,https://patchwiki.biligame.com/images/sr/b/bc/jl72tex7wlvns8yo9xeqj1u1qbo67zw.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_014.png,cc6f1dc7a6bca0646026af6139c43c658e6182fbd686040f58dcd24de89d2963,cc6f1dc7a6bca0646026af6139c43c658e6182fbd686040f58dcd24de89d2963,32624,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/b/bc/jl72tex7wlvns8yo9xeqj1u1qbo67zw.png,cc6f1dc7a6bca0646026af6139c43c658e6182fbd686040f58dcd24de89d2963,32624,128,128,PNG,True,True,True,,1
currency_wars_equipment_015,诅咒•宝石剑泽尔里奇,fate_component,https://wiki.biligame.com/sr/%E8%AF%85%E5%92%92%E2%80%A2%E5%AE%9D%E7%9F%B3%E5%89%91%E6%B3%BD%E5%B0%94%E9%87%8C%E5%A5%87,https://patchwiki.biligame.com/images/sr/4/44/7vt0o74f8dyheiguftbnclyuretmfc1.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_015.png,01b3a550d1ab3f78d27ba856e15c50a3c05c399f9a281ae4ad7352dced994f0f,01b3a550d1ab3f78d27ba856e15c50a3c05c399f9a281ae4ad7352dced994f0f,26921,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/4/44/7vt0o74f8dyheiguftbnclyuretmfc1.png,01b3a550d1ab3f78d27ba856e15c50a3c05c399f9a281ae4ad7352dced994f0f,26921,128,128,PNG,True,True,True,,1
currency_wars_equipment_016,诅咒•干将莫邪,fate_component,https://wiki.biligame.com/sr/%E8%AF%85%E5%92%92%E2%80%A2%E5%B9%B2%E5%B0%86%E8%8E%AB%E9%82%AA,https://patchwiki.biligame.com/images/sr/a/a7/ggxm1iskstxe4qlaxb4g2mk6q9v8r1g.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_016.png,8acf2cd30d8767f494c80a77d6b34df19bde721eddcbdddfcf4002161122e1ca,8acf2cd30d8767f494c80a77d6b34df19bde721eddcbdddfcf4002161122e1ca,31431,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/a/a7/ggxm1iskstxe4qlaxb4g2mk6q9v8r1g.png,8acf2cd30d8767f494c80a77d6b34df19bde721eddcbdddfcf4002161122e1ca,31431,128,128,PNG,True,True,True,,1
currency_wars_equipment_017,诅咒•阿瓦隆,fate_component,https://wiki.biligame.com/sr/%E8%AF%85%E5%92%92%E2%80%A2%E9%98%BF%E7%93%A6%E9%9A%86,https://patchwiki.biligame.com/images/sr/9/99/iht3g55xaq1r666csbnjpbfc7onrud7.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_017.png,f3bed270b62a20ee5b4fd20767f8490872a12d701bdbd3f86783fbdf0128fb20,f3bed270b62a20ee5b4fd20767f8490872a12d701bdbd3f86783fbdf0128fb20,30646,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/9/99/iht3g55xaq1r666csbnjpbfc7onrud7.png,f3bed270b62a20ee5b4fd20767f8490872a12d701bdbd3f86783fbdf0128fb20,30646,128,128,PNG,True,True,True,,1
currency_wars_equipment_020,阿瓦隆,fate_component,https://wiki.biligame.com/sr/%E9%98%BF%E7%93%A6%E9%9A%86,https://patchwiki.biligame.com/images/sr/4/47/iht3g55xaq1r666csbnjpbfc7onrud7.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_020.png,f3bed270b62a20ee5b4fd20767f8490872a12d701bdbd3f86783fbdf0128fb20,f3bed270b62a20ee5b4fd20767f8490872a12d701bdbd3f86783fbdf0128fb20,30646,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/4/47/iht3g55xaq1r666csbnjpbfc7onrud7.png,f3bed270b62a20ee5b4fd20767f8490872a12d701bdbd3f86783fbdf0128fb20,30646,128,128,PNG,True,True,True,,1
currency_wars_equipment_021,欢愉星徽,style_emblem,https://wiki.biligame.com/sr/%E6%AC%A2%E6%84%89%E6%98%9F%E5%BE%BD,https://patchwiki.biligame.com/images/sr/e/e8/tstujhmze6hmqvrfdkz87iwad9x9ea1.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_021.png,5790f420123a8c5c13f73666891d70bc7384c7061d990ecbc7071d6ebb073f12,5790f420123a8c5c13f73666891d70bc7384c7061d990ecbc7071d6ebb073f12,33358,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/e/e8/tstujhmze6hmqvrfdkz87iwad9x9ea1.png,5790f420123a8c5c13f73666891d70bc7384c7061d990ecbc7071d6ebb073f12,33358,128,128,PNG,True,True,True,,1
currency_wars_equipment_022,分身墨镜,hacking_component,https://wiki.biligame.com/sr/%E5%88%86%E8%BA%AB%E5%A2%A8%E9%95%9C,https://patchwiki.biligame.com/images/sr/1/1a/emh3rn2idwueurtdyfysii3x8catb5o.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_022.png,f0441e17ce30349f9454dc72c5730e631a70843499c9b1692d410783a8b914ea,f0441e17ce30349f9454dc72c5730e631a70843499c9b1692d410783a8b914ea,26569,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/1/1a/emh3rn2idwueurtdyfysii3x8catb5o.png,f0441e17ce30349f9454dc72c5730e631a70843499c9b1692d410783a8b914ea,26569,128,128,PNG,True,True,True,,1
currency_wars_equipment_023,分身墨镜Max,hacking_component,https://wiki.biligame.com/sr/%E5%88%86%E8%BA%AB%E5%A2%A8%E9%95%9CMax,https://patchwiki.biligame.com/images/sr/8/87/emh3rn2idwueurtdyfysii3x8catb5o.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_023.png,f0441e17ce30349f9454dc72c5730e631a70843499c9b1692d410783a8b914ea,f0441e17ce30349f9454dc72c5730e631a70843499c9b1692d410783a8b914ea,26569,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/8/87/emh3rn2idwueurtdyfysii3x8catb5o.png,f0441e17ce30349f9454dc72c5730e631a70843499c9b1692d410783a8b914ea,26569,128,128,PNG,True,True,True,,1
currency_wars_equipment_024,扑满病毒,hacking_component,https://wiki.biligame.com/sr/%E6%89%91%E6%BB%A1%E7%97%85%E6%AF%92,https://patchwiki.biligame.com/images/sr/9/90/b7cdaze07091ukd588kbyjid7md76l7.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_024.png,a1cb19ac93cdcdefe2cf4d4f98e32770f1b60e047b33a25e9e2daee54912419c,a1cb19ac93cdcdefe2cf4d4f98e32770f1b60e047b33a25e9e2daee54912419c,22471,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/9/90/b7cdaze07091ukd588kbyjid7md76l7.png,a1cb19ac93cdcdefe2cf4d4f98e32770f1b60e047b33a25e9e2daee54912419c,22471,128,128,PNG,True,True,True,,1
currency_wars_equipment_025,扑满病毒Max,hacking_component,https://wiki.biligame.com/sr/%E6%89%91%E6%BB%A1%E7%97%85%E6%AF%92Max,https://patchwiki.biligame.com/images/sr/d/d0/b7cdaze07091ukd588kbyjid7md76l7.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_025.png,a1cb19ac93cdcdefe2cf4d4f98e32770f1b60e047b33a25e9e2daee54912419c,a1cb19ac93cdcdefe2cf4d4f98e32770f1b60e047b33a25e9e2daee54912419c,22471,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/d/d0/b7cdaze07091ukd588kbyjid7md76l7.png,a1cb19ac93cdcdefe2cf4d4f98e32770f1b60e047b33a25e9e2daee54912419c,22471,128,128,PNG,True,True,True,,1
currency_wars_equipment_026,扑满病毒Pro,hacking_component,https://wiki.biligame.com/sr/%E6%89%91%E6%BB%A1%E7%97%85%E6%AF%92Pro,https://patchwiki.biligame.com/images/sr/2/23/b7cdaze07091ukd588kbyjid7md76l7.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_026.png,a1cb19ac93cdcdefe2cf4d4f98e32770f1b60e047b33a25e9e2daee54912419c,a1cb19ac93cdcdefe2cf4d4f98e32770f1b60e047b33a25e9e2daee54912419c,22471,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/2/23/b7cdaze07091ukd588kbyjid7md76l7.png,a1cb19ac93cdcdefe2cf4d4f98e32770f1b60e047b33a25e9e2daee54912419c,22471,128,128,PNG,True,True,True,,1
currency_wars_equipment_027,数据拷贝仪,hacking_component,https://wiki.biligame.com/sr/%E6%95%B0%E6%8D%AE%E6%8B%B7%E8%B4%9D%E4%BB%AA,https://patchwiki.biligame.com/images/sr/4/42/g7d2z7yk1xtrk1nza76mj2vgwfcrpyy.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_027.png,9ef6d5af3970dd9023021ac532d72a3a1a3c57b97507a99b432677be3635b4af,9ef6d5af3970dd9023021ac532d72a3a1a3c57b97507a99b432677be3635b4af,31237,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/4/42/g7d2z7yk1xtrk1nza76mj2vgwfcrpyy.png,9ef6d5af3970dd9023021ac532d72a3a1a3c57b97507a99b432677be3635b4af,31237,128,128,PNG,True,True,True,,1
currency_wars_equipment_028,数据拷贝仪Max,hacking_component,https://wiki.biligame.com/sr/%E6%95%B0%E6%8D%AE%E6%8B%B7%E8%B4%9D%E4%BB%AAMax,https://patchwiki.biligame.com/images/sr/0/05/g7d2z7yk1xtrk1nza76mj2vgwfcrpyy.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_028.png,9ef6d5af3970dd9023021ac532d72a3a1a3c57b97507a99b432677be3635b4af,9ef6d5af3970dd9023021ac532d72a3a1a3c57b97507a99b432677be3635b4af,31237,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/0/05/g7d2z7yk1xtrk1nza76mj2vgwfcrpyy.png,9ef6d5af3970dd9023021ac532d72a3a1a3c57b97507a99b432677be3635b4af,31237,128,128,PNG,True,True,True,,1
currency_wars_equipment_029,数据拷贝仪Pro,hacking_component,https://wiki.biligame.com/sr/%E6%95%B0%E6%8D%AE%E6%8B%B7%E8%B4%9D%E4%BB%AAPro,https://patchwiki.biligame.com/images/sr/4/49/g7d2z7yk1xtrk1nza76mj2vgwfcrpyy.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_029.png,9ef6d5af3970dd9023021ac532d72a3a1a3c57b97507a99b432677be3635b4af,9ef6d5af3970dd9023021ac532d72a3a1a3c57b97507a99b432677be3635b4af,31237,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/4/49/g7d2z7yk1xtrk1nza76mj2vgwfcrpyy.png,9ef6d5af3970dd9023021ac532d72a3a1a3c57b97507a99b432677be3635b4af,31237,128,128,PNG,True,True,True,,1
currency_wars_equipment_030,星核猎手卡带,hacking_component,https://wiki.biligame.com/sr/%E6%98%9F%E6%A0%B8%E7%8C%8E%E6%89%8B%E5%8D%A1%E5%B8%A6,https://patchwiki.biligame.com/images/sr/0/05/4gz84q81cg5l3ygh6bjip2ytanu5lhf.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_030.png,5e7cfa755e8919353448b176967365876c4748dca06fd6c1e0ae66e899032788,5e7cfa755e8919353448b176967365876c4748dca06fd6c1e0ae66e899032788,28923,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/0/05/4gz84q81cg5l3ygh6bjip2ytanu5lhf.png,5e7cfa755e8919353448b176967365876c4748dca06fd6c1e0ae66e899032788,28923,128,128,PNG,True,True,True,,1
currency_wars_equipment_031,星核猎手卡带Max,hacking_component,https://wiki.biligame.com/sr/%E6%98%9F%E6%A0%B8%E7%8C%8E%E6%89%8B%E5%8D%A1%E5%B8%A6Max,https://patchwiki.biligame.com/images/sr/f/f3/4gz84q81cg5l3ygh6bjip2ytanu5lhf.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_031.png,5e7cfa755e8919353448b176967365876c4748dca06fd6c1e0ae66e899032788,5e7cfa755e8919353448b176967365876c4748dca06fd6c1e0ae66e899032788,28923,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/f/f3/4gz84q81cg5l3ygh6bjip2ytanu5lhf.png,5e7cfa755e8919353448b176967365876c4748dca06fd6c1e0ae66e899032788,28923,128,128,PNG,True,True,True,,1
currency_wars_equipment_032,欢愉卡带,hacking_component,https://wiki.biligame.com/sr/%E6%AC%A2%E6%84%89%E5%8D%A1%E5%B8%A6,https://patchwiki.biligame.com/images/sr/3/3c/m9l08rfrkf6adh8v9qwem5ch0rxlpba.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_032.png,41bf730530558f7ffe3c31adc6c4aeca06ab97bc495b8e372d7482642fbb4c53,41bf730530558f7ffe3c31adc6c4aeca06ab97bc495b8e372d7482642fbb4c53,30570,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/3/3c/m9l08rfrkf6adh8v9qwem5ch0rxlpba.png,41bf730530558f7ffe3c31adc6c4aeca06ab97bc495b8e372d7482642fbb4c53,30570,128,128,PNG,True,True,True,,1
currency_wars_equipment_033,欢愉卡带Max,hacking_component,https://wiki.biligame.com/sr/%E6%AC%A2%E6%84%89%E5%8D%A1%E5%B8%A6Max,https://patchwiki.biligame.com/images/sr/3/37/m9l08rfrkf6adh8v9qwem5ch0rxlpba.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_033.png,41bf730530558f7ffe3c31adc6c4aeca06ab97bc495b8e372d7482642fbb4c53,41bf730530558f7ffe3c31adc6c4aeca06ab97bc495b8e372d7482642fbb4c53,30570,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/3/37/m9l08rfrkf6adh8v9qwem5ch0rxlpba.png,41bf730530558f7ffe3c31adc6c4aeca06ab97bc495b8e372d7482642fbb4c53,30570,128,128,PNG,True,True,True,,1
currency_wars_equipment_034,病毒防火墙,hacking_component,https://wiki.biligame.com/sr/%E7%97%85%E6%AF%92%E9%98%B2%E7%81%AB%E5%A2%99,https://patchwiki.biligame.com/images/sr/d/df/qfh49x0x28j4oxozvjtvvrdo1qxg92t.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_034.png,0dff01418203ef0b8953f58ea464daa675e1f7dcf15d3e8f7a1862dea70d1d07,0dff01418203ef0b8953f58ea464daa675e1f7dcf15d3e8f7a1862dea70d1d07,30116,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/d/df/qfh49x0x28j4oxozvjtvvrdo1qxg92t.png,0dff01418203ef0b8953f58ea464daa675e1f7dcf15d3e8f7a1862dea70d1d07,30116,128,128,PNG,True,True,True,,1
currency_wars_equipment_035,病毒防火墙Max,hacking_component,https://wiki.biligame.com/sr/%E7%97%85%E6%AF%92%E9%98%B2%E7%81%AB%E5%A2%99Max,https://patchwiki.biligame.com/images/sr/d/d8/qfh49x0x28j4oxozvjtvvrdo1qxg92t.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_035.png,0dff01418203ef0b8953f58ea464daa675e1f7dcf15d3e8f7a1862dea70d1d07,0dff01418203ef0b8953f58ea464daa675e1f7dcf15d3e8f7a1862dea70d1d07,30116,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/d/d8/qfh49x0x28j4oxozvjtvvrdo1qxg92t.png,0dff01418203ef0b8953f58ea464daa675e1f7dcf15d3e8f7a1862dea70d1d07,30116,128,128,PNG,True,True,True,,1
currency_wars_equipment_036,破解芯片,hacking_component,https://wiki.biligame.com/sr/%E7%A0%B4%E8%A7%A3%E8%8A%AF%E7%89%87,https://patchwiki.biligame.com/images/sr/f/fb/m434g5lpflmkuhum94x1vkdpf95s04v.png,data/runtime/1.0.0/4.4/equipment/assets/currency_wars_equipment_icons/currency_wars_equipment_036.png,7f1683113b9e41cda1a63b4e538b1281cd1da09ce3952c5693e0ebba607626ee,7f1683113b9e41cda1a63b4e538b1281cd1da09ce3952c5693e0ebba607626ee,31045,128,128,200,image/png,https://patchwiki.biligame.com/images/sr/f/fb/m434g5lpflmkuhum94x1vkdpf95s04v.png,7f1683113b9e41cda1a63b4e538b1281cd1da09ce3952c5693e0ebba607626ee,31045,128,128,PNG,True,True,True,,1
