id,name,category,icon_path,declared_sha256,work_exists,work_sha256,handoff_source_exists,handoff_source_sha256,handoff_program_exists,handoff_program_sha256,all_three_match_declared,file_name_matches_id,base_equipment_id,base_reference_exists,component_ids,component_references_exist
currency_wars_equipment_084,红钻,gem_material,assets/currency_wars_equipment_icons/currency_wars_equipment_084.png,89a8842bef4cd82a65c23ccc24c11539b90bd4c9f3245e3d46d5238e1c1f7999,True,89a8842bef4cd82a65c23ccc24c11539b90bd4c9f3245e3d46d5238e1c1f7999,True,89a8842bef4cd82a65c23ccc24c11539b90bd4c9f3245e3d46d5238e1c1f7999,True,89a8842bef4cd82a65c23ccc24c11539b90bd4c9f3245e3d46d5238e1c1f7999,True,True,,True,,True
currency_wars_equipment_085,蓝钻,gem_material,assets/currency_wars_equipment_icons/currency_wars_equipment_085.png,7d996184f8090bd7a0bb79699810f2a9e1cdebd52fde7ed2cf34ec7e8e6d143c,True,7d996184f8090bd7a0bb79699810f2a9e1cdebd52fde7ed2cf34ec7e8e6d143c,True,7d996184f8090bd7a0bb79699810f2a9e1cdebd52fde7ed2cf34ec7e8e6d143c,True,7d996184f8090bd7a0bb79699810f2a9e1cdebd52fde7ed2cf34ec7e8e6d143c,True,True,,True,,True
currency_wars_equipment_086,财富宝钻,wealth_gem,assets/currency_wars_equipment_icons/currency_wars_equipment_086.png,1e13d90dc6590245df3aa2df61285035f1a37d311dba5770e7588e4d5e9543cb,True,1e13d90dc6590245df3aa2df61285035f1a37d311dba5770e7588e4d5e9543cb,True,1e13d90dc6590245df3aa2df61285035f1a37d311dba5770e7588e4d5e9543cb,True,1e13d90dc6590245df3aa2df61285035f1a37d311dba5770e7588e4d5e9543cb,True,True,,True,currency_wars_equipment_084;currency_wars_equipment_084,True
currency_wars_equipment_087,以牙还牙甲•特权,privileged,assets/currency_wars_equipment_icons/currency_wars_equipment_087.png,0111479a0ccb4585ccb931acbaab0e9771877936a5ce7ae10850242a446e0cb9,True,0111479a0ccb4585ccb931acbaab0e9771877936a5ce7ae10850242a446e0cb9,True,0111479a0ccb4585ccb931acbaab0e9771877936a5ce7ae10850242a446e0cb9,True,0111479a0ccb4585ccb931acbaab0e9771877936a5ce7ae10850242a446e0cb9,True,True,currency_wars_equipment_048,True,,True
currency_wars_equipment_088,信心注入器•特权,privileged,assets/currency_wars_equipment_icons/currency_wars_equipment_088.png,56bea7098d3578a24612068268e277f53e143b1aa23ac0d32df8afadca76c09e,True,56bea7098d3578a24612068268e277f53e143b1aa23ac0d32df8afadca76c09e,True,56bea7098d3578a24612068268e277f53e143b1aa23ac0d32df8afadca76c09e,True,56bea7098d3578a24612068268e277f53e143b1aa23ac0d32df8afadca76c09e,True,True,currency_wars_equipment_049,True,,True
currency_wars_equipment_089,光能盾牌•特权,privileged,assets/currency_wars_equipment_icons/currency_wars_equipment_089.png,4c7f19fa94a7b2845a067e086a52874e66cd3f35ffb3533a14b142dd475fb782,True,4c7f19fa94a7b2845a067e086a52874e66cd3f35ffb3533a14b142dd475fb782,True,4c7f19fa94a7b2845a067e086a52874e66cd3f35ffb3533a14b142dd475fb782,True,4c7f19fa94a7b2845a067e086a52874e66cd3f35ffb3533a14b142dd475fb782,True,True,currency_wars_equipment_050,True,,True
currency_wars_equipment_090,光速螺旋桨•特权,privileged,assets/currency_wars_equipment_icons/currency_wars_equipment_090.png,e6a8adcd7331b1036186a76b3190cd5746b58d89e84e5a6aa07a25860b760eb2,True,e6a8adcd7331b1036186a76b3190cd5746b58d89e84e5a6aa07a25860b760eb2,True,e6a8adcd7331b1036186a76b3190cd5746b58d89e84e5a6aa07a25860b760eb2,True,e6a8adcd7331b1036186a76b3190cd5746b58d89e84e5a6aa07a25860b760eb2,True,True,currency_wars_equipment_051,True,,True
currency_wars_equipment_091,冷笑话引擎•特权,privileged,assets/currency_wars_equipment_icons/currency_wars_equipment_091.png,8558d839f989cfece0189ce7007c88f6deb48c685f9cfb48fa717f2e85273cc9,True,8558d839f989cfece0189ce7007c88f6deb48c685f9cfb48fa717f2e85273cc9,True,8558d839f989cfece0189ce7007c88f6deb48c685f9cfb48fa717f2e85273cc9,True,8558d839f989cfece0189ce7007c88f6deb48c685f9cfb48fa717f2e85273cc9,True,True,currency_wars_equipment_052,True,,True
currency_wars_equipment_092,动能激发剑•特权,privileged,assets/currency_wars_equipment_icons/currency_wars_equipment_092.png,359b80002377cf9ecec3020db298d7dd3210dd5a6041da94304099da2f042d58,True,359b80002377cf9ecec3020db298d7dd3210dd5a6041da94304099da2f042d58,True,359b80002377cf9ecec3020db298d7dd3210dd5a6041da94304099da2f042d58,True,359b80002377cf9ecec3020db298d7dd3210dd5a6041da94304099da2f042d58,True,True,currency_wars_equipment_053,True,,True
currency_wars_equipment_093,反卫星狙击枪•特权,privileged,assets/currency_wars_equipment_icons/currency_wars_equipment_093.png,d56460779d29bc6f8e2169276f523f28c6e341ce95aa0905c903bd5e8cf415f5,True,d56460779d29bc6f8e2169276f523f28c6e341ce95aa0905c903bd5e8cf415f5,True,d56460779d29bc6f8e2169276f523f28c6e341ce95aa0905c903bd5e8cf415f5,True,d56460779d29bc6f8e2169276f523f28c6e341ce95aa0905c903bd5e8cf415f5,True,True,currency_wars_equipment_054,True,,True
